Estado,vacunados,descarga
Aguascalientes,1366140,02-Dec-2021 (01:46:19)
Baja California,2662407,02-Dec-2021 (01:46:19)
Baja California Sur,795650,02-Dec-2021 (01:46:19)
Campeche,954607,02-Dec-2021 (01:46:19)
Chiapas,2408907,02-Dec-2021 (01:46:19)
Chihuahua,3642611,02-Dec-2021 (01:46:19)
Coahuila,2375177,02-Dec-2021 (01:46:19)
Colima,645770,02-Dec-2021 (01:46:19)
CDMX,11706088,02-Dec-2021 (01:46:19)
Durango,1388317,02-Dec-2021 (01:46:19)
Guerrero,2257674,02-Dec-2021 (01:46:19)
Hidalgo,2834862,02-Dec-2021 (01:46:19)
Jalisco,5815250,02-Dec-2021 (01:46:19)
Estado de México,13409000,02-Dec-2021 (01:46:19)
Michoacán,3603368,02-Dec-2021 (01:46:19)
Morelos,1808780,02-Dec-2021 (01:46:19)
Nayarit,1008004,02-Dec-2021 (01:46:19)
Nuevo León,3573989,02-Dec-2021 (01:46:19)
Oaxaca,2550136,02-Dec-2021 (01:46:19)
Puebla,4675270,02-Dec-2021 (01:46:19)
Querétaro,2343603,02-Dec-2021 (01:46:19)
Quintana Roo,1827346,02-Dec-2021 (01:46:19)
San Luis Potosí,2361923,02-Dec-2021 (01:46:19)
Sinaloa,3272155,02-Dec-2021 (01:46:19)
Sonora,2685212,02-Dec-2021 (01:46:19)
Tabasco,1981460,02-Dec-2021 (01:46:19)
Tamaulipas,3697767,02-Dec-2021 (01:46:19)
Tlaxcala,1248872,02-Dec-2021 (01:46:19)
Veracruz,5848645,02-Dec-2021 (01:46:19)
Yucatán,2260970,02-Dec-2021 (01:46:19)
Zacatecas,1432749,02-Dec-2021 (01:46:19)
Guanajuato,4416973,02-Dec-2021 (01:46:19)
