Estado,vacunados,descarga
Aguascalientes,672046,17-Aug-2021 (11:06:52)
Baja California,2619957,17-Aug-2021 (11:06:52)
Baja California Sur,495096,17-Aug-2021 (11:06:52)
Campeche,339468,17-Aug-2021 (11:06:52)
Chiapas,1084785,17-Aug-2021 (11:06:52)
Chihuahua,2330506,17-Aug-2021 (11:06:52)
Coahuila,1422268,17-Aug-2021 (11:06:52)
Colima,340099,17-Aug-2021 (11:06:52)
CDMX,7141549,17-Aug-2021 (11:06:52)
Durango,673625,17-Aug-2021 (11:06:52)
Guerrero,1100838,17-Aug-2021 (11:06:52)
Hidalgo,1341619,17-Aug-2021 (11:06:52)
Jalisco,2951668,17-Aug-2021 (11:06:52)
Estado de México,6954905,17-Aug-2021 (11:06:52)
Michoacán,1615778,17-Aug-2021 (11:06:52)
Morelos,862767,17-Aug-2021 (11:06:52)
Nayarit,517765,17-Aug-2021 (11:06:52)
Nuevo León,2557127,17-Aug-2021 (11:06:52)
Oaxaca,1250683,17-Aug-2021 (11:06:52)
Puebla,1579490,17-Aug-2021 (11:06:52)
Querétaro,966324,17-Aug-2021 (11:06:52)
Quintana Roo,779936,17-Aug-2021 (11:06:52)
San Luis Potosí,1143918,17-Aug-2021 (11:06:52)
Sinaloa,1732466,17-Aug-2021 (11:06:52)
Sonora,1389838,17-Aug-2021 (11:06:52)
Tabasco,964660,17-Aug-2021 (11:06:52)
Tamaulipas,1604805,17-Aug-2021 (11:06:52)
Tlaxcala,532018,17-Aug-2021 (11:06:52)
Veracruz,2820734,17-Aug-2021 (11:06:52)
Yucatán,1413533,17-Aug-2021 (11:06:52)
Zacatecas,752720,17-Aug-2021 (11:06:52)
Guanajuato,2589607,17-Aug-2021 (11:06:52)
