Estado,vacunados,descarga
Aguascalientes,1650383,29-Apr-2022 (03:55:04)
Baja California,3276777,29-Apr-2022 (03:55:04)
Baja California Sur,947698,29-Apr-2022 (03:55:04)
Campeche,1164995,29-Apr-2022 (03:55:04)
Chiapas,3771407,29-Apr-2022 (03:55:04)
Chihuahua,4527102,29-Apr-2022 (03:55:04)
Coahuila,3650430,29-Apr-2022 (03:55:04)
Colima,863882,29-Apr-2022 (03:55:04)
CDMX,13156558,29-Apr-2022 (03:55:04)
Durango,2036751,29-Apr-2022 (03:55:04)
Guerrero,2931834,29-Apr-2022 (03:55:04)
Hidalgo,3750376,29-Apr-2022 (03:55:04)
Jalisco,8493172,29-Apr-2022 (03:55:04)
Estado de México,22460360,29-Apr-2022 (03:55:04)
Michoacán,4557489,29-Apr-2022 (03:55:04)
Morelos,2251565,29-Apr-2022 (03:55:04)
Nayarit,1346349,29-Apr-2022 (03:55:04)
Nuevo León,7193423,29-Apr-2022 (03:55:04)
Oaxaca,3580404,29-Apr-2022 (03:55:04)
Puebla,7069302,29-Apr-2022 (03:55:04)
Querétaro,3108862,29-Apr-2022 (03:55:04)
Quintana Roo,2366344,29-Apr-2022 (03:55:04)
San Luis Potosí,3233287,29-Apr-2022 (03:55:04)
Sinaloa,3832082,29-Apr-2022 (03:55:04)
Sonora,3529952,29-Apr-2022 (03:55:04)
Tabasco,2966754,29-Apr-2022 (03:55:04)
Tamaulipas,4234931,29-Apr-2022 (03:55:04)
Tlaxcala,1637982,29-Apr-2022 (03:55:04)
Veracruz,7898309,29-Apr-2022 (03:55:04)
Yucatán,2917155,29-Apr-2022 (03:55:04)
Zacatecas,1806999,29-Apr-2022 (03:55:04)
Guanajuato,7062547,29-Apr-2022 (03:55:04)
