Estado,vacunados,descarga
Aguascalientes,1650383,21-Feb-2022 (13:54:36)
Baja California,3276777,21-Feb-2022 (13:54:36)
Baja California Sur,947698,21-Feb-2022 (13:54:36)
Campeche,1164995,21-Feb-2022 (13:54:36)
Chiapas,3771407,21-Feb-2022 (13:54:36)
Chihuahua,4527102,21-Feb-2022 (13:54:36)
Coahuila,3650430,21-Feb-2022 (13:54:36)
Colima,863882,21-Feb-2022 (13:54:36)
CDMX,13156558,21-Feb-2022 (13:54:36)
Durango,2036751,21-Feb-2022 (13:54:36)
Guerrero,2931834,21-Feb-2022 (13:54:36)
Hidalgo,3750376,21-Feb-2022 (13:54:36)
Jalisco,8493172,21-Feb-2022 (13:54:36)
Estado de México,22460360,21-Feb-2022 (13:54:36)
Michoacán,4557489,21-Feb-2022 (13:54:36)
Morelos,2251565,21-Feb-2022 (13:54:36)
Nayarit,1346349,21-Feb-2022 (13:54:36)
Nuevo León,7193423,21-Feb-2022 (13:54:36)
Oaxaca,3580404,21-Feb-2022 (13:54:36)
Puebla,7069302,21-Feb-2022 (13:54:36)
Querétaro,3108862,21-Feb-2022 (13:54:36)
Quintana Roo,2366344,21-Feb-2022 (13:54:36)
San Luis Potosí,3233287,21-Feb-2022 (13:54:36)
Sinaloa,3832082,21-Feb-2022 (13:54:36)
Sonora,3529952,21-Feb-2022 (13:54:36)
Tabasco,2966754,21-Feb-2022 (13:54:36)
Tamaulipas,4234931,21-Feb-2022 (13:54:36)
Tlaxcala,1637982,21-Feb-2022 (13:54:36)
Veracruz,7898309,21-Feb-2022 (13:54:36)
Yucatán,2917155,21-Feb-2022 (13:54:36)
Zacatecas,1806999,21-Feb-2022 (13:54:36)
Guanajuato,7062547,21-Feb-2022 (13:54:36)
