Estado,vacunados,descarga
Aguascalientes,1366140,03-Dec-2021 (11:08:30)
Baja California,2662407,03-Dec-2021 (11:08:30)
Baja California Sur,795650,03-Dec-2021 (11:08:30)
Campeche,954607,03-Dec-2021 (11:08:30)
Chiapas,2408907,03-Dec-2021 (11:08:30)
Chihuahua,3642611,03-Dec-2021 (11:08:30)
Coahuila,2375177,03-Dec-2021 (11:08:30)
Colima,645770,03-Dec-2021 (11:08:30)
CDMX,11706088,03-Dec-2021 (11:08:30)
Durango,1388317,03-Dec-2021 (11:08:30)
Guerrero,2257674,03-Dec-2021 (11:08:30)
Hidalgo,2834862,03-Dec-2021 (11:08:30)
Jalisco,5815250,03-Dec-2021 (11:08:30)
Estado de México,13409000,03-Dec-2021 (11:08:30)
Michoacán,3603368,03-Dec-2021 (11:08:30)
Morelos,1808780,03-Dec-2021 (11:08:30)
Nayarit,1008004,03-Dec-2021 (11:08:30)
Nuevo León,3573989,03-Dec-2021 (11:08:30)
Oaxaca,2550136,03-Dec-2021 (11:08:30)
Puebla,4675270,03-Dec-2021 (11:08:30)
Querétaro,2343603,03-Dec-2021 (11:08:30)
Quintana Roo,1827346,03-Dec-2021 (11:08:30)
San Luis Potosí,2361923,03-Dec-2021 (11:08:30)
Sinaloa,3272155,03-Dec-2021 (11:08:30)
Sonora,2685212,03-Dec-2021 (11:08:30)
Tabasco,1981460,03-Dec-2021 (11:08:30)
Tamaulipas,3697767,03-Dec-2021 (11:08:30)
Tlaxcala,1248872,03-Dec-2021 (11:08:30)
Veracruz,5848645,03-Dec-2021 (11:08:30)
Yucatán,2260970,03-Dec-2021 (11:08:30)
Zacatecas,1432749,03-Dec-2021 (11:08:30)
Guanajuato,4416973,03-Dec-2021 (11:08:30)
