Estado,vacunados,descarga
Aguascalientes,494384.0,02-Jul-2021 (19:43:11)
Baja California,1871559.0,02-Jul-2021 (19:43:11)
Baja California Sur,298986.0,02-Jul-2021 (19:43:11)
Campeche,324534.0,02-Jul-2021 (19:43:11)
Chiapas,790397.0,02-Jul-2021 (19:43:11)
Chihuahua,1213451.0,02-Jul-2021 (19:43:11)
Coahuila,1113121.0,02-Jul-2021 (19:43:11)
Colima,269591.0,02-Jul-2021 (19:43:11)
CDMX,5131547.0,02-Jul-2021 (19:43:11)
Durango,587670.0,02-Jul-2021 (19:43:11)
Guerrero,914118.0,02-Jul-2021 (19:43:11)
Hidalgo,981557.0,02-Jul-2021 (19:43:11)
Jalisco,2164087.0,02-Jul-2021 (19:43:11)
Estado de México,5328590.0,02-Jul-2021 (19:43:11)
Michoacán,1215727.0,02-Jul-2021 (19:43:11)
Morelos,700952.0,02-Jul-2021 (19:43:11)
Nayarit,437672.0,02-Jul-2021 (19:43:11)
Nuevo León,2169783.0,02-Jul-2021 (19:43:11)
Oaxaca,1026449.0,02-Jul-2021 (19:43:11)
Puebla,1345902.0,02-Jul-2021 (19:43:11)
Querétaro,,02-Jul-2021 (19:43:11)
Quintana Roo,548816.0,02-Jul-2021 (19:43:11)
San Luis Potosí,854565.0,02-Jul-2021 (19:43:11)
Sinaloa,1150890.0,02-Jul-2021 (19:43:11)
Sonora,927697.0,02-Jul-2021 (19:43:11)
Tabasco,880375.0,02-Jul-2021 (19:43:11)
Tamaulipas,1308061.0,02-Jul-2021 (19:43:11)
Tlaxcala,365733.0,02-Jul-2021 (19:43:11)
Veracruz,2083068.0,02-Jul-2021 (19:43:11)
Yucatán,1049838.0,02-Jul-2021 (19:43:11)
Zacatecas,615438.0,02-Jul-2021 (19:43:11)
Guanajuato,1901367.0,02-Jul-2021 (19:43:11)
