Estado,vacunados,descarga
Aguascalientes,672046,05-Aug-2021 (19:52:35)
Baja California,2619957,05-Aug-2021 (19:52:35)
Baja California Sur,495096,05-Aug-2021 (19:52:35)
Campeche,339468,05-Aug-2021 (19:52:35)
Chiapas,1084785,05-Aug-2021 (19:52:35)
Chihuahua,2330506,05-Aug-2021 (19:52:35)
Coahuila,1422268,05-Aug-2021 (19:52:35)
Colima,340099,05-Aug-2021 (19:52:35)
CDMX,7141549,05-Aug-2021 (19:52:35)
Durango,673625,05-Aug-2021 (19:52:35)
Guerrero,1100838,05-Aug-2021 (19:52:35)
Hidalgo,1341619,05-Aug-2021 (19:52:35)
Jalisco,2951668,05-Aug-2021 (19:52:35)
Estado de México,6954905,05-Aug-2021 (19:52:35)
Michoacán,1615778,05-Aug-2021 (19:52:35)
Morelos,862767,05-Aug-2021 (19:52:35)
Nayarit,517765,05-Aug-2021 (19:52:35)
Nuevo León,2557127,05-Aug-2021 (19:52:35)
Oaxaca,1250683,05-Aug-2021 (19:52:35)
Puebla,1579490,05-Aug-2021 (19:52:35)
Querétaro,966324,05-Aug-2021 (19:52:35)
Quintana Roo,779936,05-Aug-2021 (19:52:35)
San Luis Potosí,1143918,05-Aug-2021 (19:52:35)
Sinaloa,1732466,05-Aug-2021 (19:52:35)
Sonora,1389838,05-Aug-2021 (19:52:35)
Tabasco,964660,05-Aug-2021 (19:52:35)
Tamaulipas,1604805,05-Aug-2021 (19:52:35)
Tlaxcala,532018,05-Aug-2021 (19:52:35)
Veracruz,2820734,05-Aug-2021 (19:52:35)
Yucatán,1413533,05-Aug-2021 (19:52:35)
Zacatecas,752720,05-Aug-2021 (19:52:35)
Guanajuato,2589607,05-Aug-2021 (19:52:35)
