Estado,vacunados,descarga
Aguascalientes,1650383,24-Mar-2022 (03:55:08)
Baja California,3276777,24-Mar-2022 (03:55:08)
Baja California Sur,947698,24-Mar-2022 (03:55:08)
Campeche,1164995,24-Mar-2022 (03:55:08)
Chiapas,3771407,24-Mar-2022 (03:55:08)
Chihuahua,4527102,24-Mar-2022 (03:55:08)
Coahuila,3650430,24-Mar-2022 (03:55:08)
Colima,863882,24-Mar-2022 (03:55:08)
CDMX,13156558,24-Mar-2022 (03:55:08)
Durango,2036751,24-Mar-2022 (03:55:08)
Guerrero,2931834,24-Mar-2022 (03:55:08)
Hidalgo,3750376,24-Mar-2022 (03:55:08)
Jalisco,8493172,24-Mar-2022 (03:55:08)
Estado de México,22460360,24-Mar-2022 (03:55:08)
Michoacán,4557489,24-Mar-2022 (03:55:08)
Morelos,2251565,24-Mar-2022 (03:55:08)
Nayarit,1346349,24-Mar-2022 (03:55:08)
Nuevo León,7193423,24-Mar-2022 (03:55:08)
Oaxaca,3580404,24-Mar-2022 (03:55:08)
Puebla,7069302,24-Mar-2022 (03:55:08)
Querétaro,3108862,24-Mar-2022 (03:55:08)
Quintana Roo,2366344,24-Mar-2022 (03:55:08)
San Luis Potosí,3233287,24-Mar-2022 (03:55:08)
Sinaloa,3832082,24-Mar-2022 (03:55:08)
Sonora,3529952,24-Mar-2022 (03:55:08)
Tabasco,2966754,24-Mar-2022 (03:55:08)
Tamaulipas,4234931,24-Mar-2022 (03:55:08)
Tlaxcala,1637982,24-Mar-2022 (03:55:08)
Veracruz,7898309,24-Mar-2022 (03:55:08)
Yucatán,2917155,24-Mar-2022 (03:55:08)
Zacatecas,1806999,24-Mar-2022 (03:55:08)
Guanajuato,7062547,24-Mar-2022 (03:55:08)
