Estado,vacunados,descarga
Aguascalientes,1366140,30-Nov-2021 (15:22:03)
Baja California,2662407,30-Nov-2021 (15:22:03)
Baja California Sur,795650,30-Nov-2021 (15:22:03)
Campeche,954607,30-Nov-2021 (15:22:03)
Chiapas,2408907,30-Nov-2021 (15:22:03)
Chihuahua,3642611,30-Nov-2021 (15:22:03)
Coahuila,2375177,30-Nov-2021 (15:22:03)
Colima,645770,30-Nov-2021 (15:22:03)
CDMX,11706088,30-Nov-2021 (15:22:03)
Durango,1388317,30-Nov-2021 (15:22:03)
Guerrero,2257674,30-Nov-2021 (15:22:03)
Hidalgo,2834862,30-Nov-2021 (15:22:03)
Jalisco,5815250,30-Nov-2021 (15:22:03)
Estado de México,13409000,30-Nov-2021 (15:22:03)
Michoacán,3603368,30-Nov-2021 (15:22:03)
Morelos,1808780,30-Nov-2021 (15:22:03)
Nayarit,1008004,30-Nov-2021 (15:22:03)
Nuevo León,3573989,30-Nov-2021 (15:22:03)
Oaxaca,2550136,30-Nov-2021 (15:22:03)
Puebla,4675270,30-Nov-2021 (15:22:03)
Querétaro,2343603,30-Nov-2021 (15:22:03)
Quintana Roo,1827346,30-Nov-2021 (15:22:03)
San Luis Potosí,2361923,30-Nov-2021 (15:22:03)
Sinaloa,3272155,30-Nov-2021 (15:22:03)
Sonora,2685212,30-Nov-2021 (15:22:03)
Tabasco,1981460,30-Nov-2021 (15:22:03)
Tamaulipas,3697767,30-Nov-2021 (15:22:03)
Tlaxcala,1248872,30-Nov-2021 (15:22:03)
Veracruz,5848645,30-Nov-2021 (15:22:03)
Yucatán,2260970,30-Nov-2021 (15:22:03)
Zacatecas,1432749,30-Nov-2021 (15:22:03)
Guanajuato,4416973,30-Nov-2021 (15:22:03)
