Estado,vacunados,descarga
Aguascalientes,623608,17-Jul-2021 (20:34:48)
Baja California,2616423,17-Jul-2021 (20:34:48)
Baja California Sur,445816,17-Jul-2021 (20:34:48)
Campeche,331139,17-Jul-2021 (20:34:48)
Chiapas,960264,17-Jul-2021 (20:34:48)
Chihuahua,2093615,17-Jul-2021 (20:34:48)
Coahuila,1393147,17-Jul-2021 (20:34:48)
Colima,312025,17-Jul-2021 (20:34:48)
CDMX,6909665,17-Jul-2021 (20:34:48)
Durango,673391,17-Jul-2021 (20:34:48)
Guerrero,1071323,17-Jul-2021 (20:34:48)
Hidalgo,1300147,17-Jul-2021 (20:34:48)
Jalisco,2839232,17-Jul-2021 (20:34:48)
Estado de México,6702643,17-Jul-2021 (20:34:48)
Michoacán,1525782,17-Jul-2021 (20:34:48)
Morelos,839186,17-Jul-2021 (20:34:48)
Nayarit,511215,17-Jul-2021 (20:34:48)
Nuevo León,2526951,17-Jul-2021 (20:34:48)
Oaxaca,1219749,17-Jul-2021 (20:34:48)
Puebla,1557676,17-Jul-2021 (20:34:48)
Querétaro,925608,17-Jul-2021 (20:34:48)
Quintana Roo,770521,17-Jul-2021 (20:34:48)
San Luis Potosí,1123273,17-Jul-2021 (20:34:48)
Sinaloa,1695828,17-Jul-2021 (20:34:48)
Sonora,1329549,17-Jul-2021 (20:34:48)
Tabasco,961453,17-Jul-2021 (20:34:48)
Tamaulipas,1563868,17-Jul-2021 (20:34:48)
Tlaxcala,473129,17-Jul-2021 (20:34:48)
Veracruz,2759512,17-Jul-2021 (20:34:48)
Yucatán,1404789,17-Jul-2021 (20:34:48)
Zacatecas,731565,17-Jul-2021 (20:34:48)
Guanajuato,2512913,17-Jul-2021 (20:34:48)
