Estado,vacunados,descarga
Aguascalientes,623608,22-Jul-2021 (19:32:42)
Baja California,2616423,22-Jul-2021 (19:32:42)
Baja California Sur,445816,22-Jul-2021 (19:32:42)
Campeche,331139,22-Jul-2021 (19:32:42)
Chiapas,960264,22-Jul-2021 (19:32:42)
Chihuahua,2093615,22-Jul-2021 (19:32:42)
Coahuila,1393147,22-Jul-2021 (19:32:42)
Colima,312025,22-Jul-2021 (19:32:42)
CDMX,6909665,22-Jul-2021 (19:32:42)
Durango,673391,22-Jul-2021 (19:32:42)
Guerrero,1071323,22-Jul-2021 (19:32:42)
Hidalgo,1300147,22-Jul-2021 (19:32:42)
Jalisco,2839232,22-Jul-2021 (19:32:42)
Estado de México,6702643,22-Jul-2021 (19:32:42)
Michoacán,1525782,22-Jul-2021 (19:32:42)
Morelos,839186,22-Jul-2021 (19:32:42)
Nayarit,511215,22-Jul-2021 (19:32:42)
Nuevo León,2526951,22-Jul-2021 (19:32:42)
Oaxaca,1219749,22-Jul-2021 (19:32:42)
Puebla,1557676,22-Jul-2021 (19:32:42)
Querétaro,925608,22-Jul-2021 (19:32:42)
Quintana Roo,770521,22-Jul-2021 (19:32:42)
San Luis Potosí,1123273,22-Jul-2021 (19:32:42)
Sinaloa,1695828,22-Jul-2021 (19:32:42)
Sonora,1329549,22-Jul-2021 (19:32:42)
Tabasco,961453,22-Jul-2021 (19:32:42)
Tamaulipas,1563868,22-Jul-2021 (19:32:42)
Tlaxcala,473129,22-Jul-2021 (19:32:42)
Veracruz,2759512,22-Jul-2021 (19:32:42)
Yucatán,1404789,22-Jul-2021 (19:32:42)
Zacatecas,731565,22-Jul-2021 (19:32:42)
Guanajuato,2512913,22-Jul-2021 (19:32:42)
