Estado,vacunados,descarga
Aguascalientes,494384.0,04-Jul-2021 (19:30:51)
Baja California,1871559.0,04-Jul-2021 (19:30:51)
Baja California Sur,298986.0,04-Jul-2021 (19:30:51)
Campeche,324534.0,04-Jul-2021 (19:30:51)
Chiapas,790397.0,04-Jul-2021 (19:30:51)
Chihuahua,1213451.0,04-Jul-2021 (19:30:51)
Coahuila,1113121.0,04-Jul-2021 (19:30:51)
Colima,269591.0,04-Jul-2021 (19:30:51)
CDMX,5131547.0,04-Jul-2021 (19:30:51)
Durango,587670.0,04-Jul-2021 (19:30:51)
Guerrero,914118.0,04-Jul-2021 (19:30:51)
Hidalgo,981557.0,04-Jul-2021 (19:30:51)
Jalisco,2164087.0,04-Jul-2021 (19:30:51)
Estado de México,5328590.0,04-Jul-2021 (19:30:51)
Michoacán,1215727.0,04-Jul-2021 (19:30:51)
Morelos,700952.0,04-Jul-2021 (19:30:51)
Nayarit,437672.0,04-Jul-2021 (19:30:51)
Nuevo León,2169783.0,04-Jul-2021 (19:30:51)
Oaxaca,1026449.0,04-Jul-2021 (19:30:51)
Puebla,1345902.0,04-Jul-2021 (19:30:51)
Querétaro,,04-Jul-2021 (19:30:51)
Quintana Roo,548816.0,04-Jul-2021 (19:30:51)
San Luis Potosí,854565.0,04-Jul-2021 (19:30:51)
Sinaloa,1150890.0,04-Jul-2021 (19:30:51)
Sonora,927697.0,04-Jul-2021 (19:30:51)
Tabasco,880375.0,04-Jul-2021 (19:30:51)
Tamaulipas,1308061.0,04-Jul-2021 (19:30:51)
Tlaxcala,365733.0,04-Jul-2021 (19:30:51)
Veracruz,2083068.0,04-Jul-2021 (19:30:51)
Yucatán,1049838.0,04-Jul-2021 (19:30:51)
Zacatecas,615438.0,04-Jul-2021 (19:30:51)
Guanajuato,1901367.0,04-Jul-2021 (19:30:51)
